CustomerID,Gender,Age,Tenure,ServiceType,MonthlyCharges,Contract,PaperlessBilling,PaymentMethod,OnlineSecurity,TechSupport,StreamingTV,StreamingMovies,TotalCharges,Churn
973,Male,60,49,Internet,68.94972098053466,One year,Yes,Bank transfer,Yes,No,No,Yes,3392.965115179656,No
974,Female,43,28,Both,97.93909564002804,Month-to-month,No,Mailed check,No,Yes,No,Yes,2794.5192431543687,No
975,Male,29,26,Internet,97.88312515567874,Two year,Yes,Mailed check,Yes,Yes,No,Yes,2621.33820583306,No
976,Male,49,25,Phone,117.58036873205907,Two year,Yes,Bank transfer,No,No,Yes,No,3030.7637517787653,No
977,Male,45,6,Phone,58.27181981579947,One year,No,Credit card,No,Yes,Yes,No,421.10572300282433,No
978,Female,40,35,Phone,59.1989326810261,Month-to-month,No,Electronic check,No,No,No,No,2102.5598694386626,Yes
979,Male,64,60,Phone,20.18194947805292,One year,Yes,Mailed check,Yes,No,Yes,No,1282.8083644991996,No
980,Male,61,44,Phone,102.99173651954892,One year,No,Credit card,No,Yes,No,Yes,4609.2149559488225,Yes
981,Male,38,60,Phone,84.66284440680506,Month-to-month,No,Electronic check,Yes,No,Yes,Yes,5122.773140035537,Yes
982,Female,20,22,Phone,96.99221187318909,Two year,No,Electronic check,Yes,Yes,Yes,No,2193.1821228926824,No
983,Female,43,13,Internet,67.0623199944803,Month-to-month,Yes,Bank transfer,Yes,No,No,Yes,872.45476435543,No
984,Female,18,6,Both,112.01934886408648,Month-to-month,Yes,Bank transfer,Yes,No,No,No,698.9513981366589,No
985,Male,49,21,Both,22.91137978327144,One year,No,Mailed check,No,No,No,No,566.9479873178657,No
986,Male,64,32,Phone,31.528118273788834,Two year,No,Electronic check,No,No,Yes,Yes,1080.547818353757,No
987,Female,24,24,Phone,57.60173349715031,Two year,Yes,Credit card,No,Yes,Yes,Yes,1467.9056497997256,Yes
988,Male,36,20,Phone,28.51059081135721,One year,No,Electronic check,No,Yes,Yes,Yes,660.0384882688332,No
989,Female,40,48,Both,28.78878819650719,One year,Yes,Credit card,No,Yes,No,Yes,1435.261089942103,Yes
990,Female,64,7,Internet,76.6872679350545,Two year,No,Credit card,No,No,Yes,No,620.4103555713201,No
991,Male,43,69,Internet,41.612201956991754,One year,Yes,Credit card,Yes,No,No,Yes,2880.514036120506,No
992,Male,31,25,Internet,82.65352105571294,Month-to-month,No,Credit card,Yes,No,No,Yes,2104.0749514010618,No
993,Male,30,48,Both,112.93998221452581,Month-to-month,Yes,Credit card,Yes,Yes,No,No,5497.08896989723,No
994,Male,55,33,Internet,102.38822097031291,One year,Yes,Bank transfer,Yes,Yes,Yes,Yes,3386.1262416332333,No
995,Male,37,17,Phone,44.84303875538083,Month-to-month,Yes,Electronic check,Yes,No,No,No,838.7208698490424,No
996,Male,49,23,Phone,28.966292611132296,One year,No,Credit card,No,No,Yes,No,762.4261404762638,No
997,Male,46,29,Both,115.01924682159203,Two year,No,Credit card,No,Yes,Yes,No,3370.7454455005573,No
998,Male,37,29,Internet,119.44959313733249,One year,No,Mailed check,Yes,No,Yes,Yes,3551.1709449597633,No
999,Female,58,6,Both,57.44948994651792,Two year,No,Bank transfer,No,No,Yes,No,393.04170910758376,No
1000,Male,58,67,Both,66.0677261142561,One year,No,Electronic check,No,Yes,Yes,Yes,4438.785106862961,No
